expanded_pair_id,comparison_case_id,evaluation_side,source_pair_id,source_scenario_id,source_condition_id,source_decision_number,source_turn_number,expansion_variant_id,evaluation_batch_number,acting_card,opposing_card,acting_hp,opposing_hp,acting_energy,opposing_energy,expected_legal_moves,runtime_legal_moves,legal_move_sets_match,selected_move,selected_move_is_legal,selected_probability,prediction_confidence,routing_reason,raw_predicted_action,fallback_used,policy_history_record_available,acting_card_match,opposing_card_match,acting_energy_match,opposing_energy_match,case_execution_success,error_type,error_message
4WE_PAIR_016_V03,4WE_PAIR_016_V03__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.916,0.916,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_016_V03,4WE_PAIR_016_V03__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.924,0.924,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_016_V04,4WE_PAIR_016_V04__OPPONENT,Opponent,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.974,0.974,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_016_V04,4WE_PAIR_016_V04__PLAYER,Player,4WC_PAIR_016,T52_S003__HP_PRESSURE,HP_PRESSURE,4,4,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V01,4WE_PAIR_017_V01__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.852,0.852,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V01,4WE_PAIR_017_V01__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.854,0.854,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V02,4WE_PAIR_017_V02__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.824,0.824,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V02,4WE_PAIR_017_V02__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.826,0.826,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V03,4WE_PAIR_017_V03__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.824,0.824,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V03,4WE_PAIR_017_V03__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.826,0.826,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V04,4WE_PAIR_017_V04__OPPONENT,Opponent,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.852,0.852,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_017_V04,4WE_PAIR_017_V04__PLAYER,Player,4WC_PAIR_017,T52_S004__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.854,0.854,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V01,4WE_PAIR_018_V01__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V01,4WE_PAIR_018_V01__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V02,4WE_PAIR_018_V02__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V02,4WE_PAIR_018_V02__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V03,4WE_PAIR_018_V03__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V03,4WE_PAIR_018_V03__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V04,4WE_PAIR_018_V04__OPPONENT,Opponent,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_018_V04,4WE_PAIR_018_V04__PLAYER,Player,4WC_PAIR_018,T52_S004__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V01,4WE_PAIR_019_V01__OPPONENT,Opponent,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V01,4WE_PAIR_019_V01__PLAYER,Player,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,80.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V02,4WE_PAIR_019_V02__OPPONENT,Opponent,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V02,4WE_PAIR_019_V02__PLAYER,Player,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,80.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V03,4WE_PAIR_019_V03__OPPONENT,Opponent,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.838,0.838,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V03,4WE_PAIR_019_V03__PLAYER,Player,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,80.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.84,0.84,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V04,4WE_PAIR_019_V04__OPPONENT,Opponent,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.866,0.866,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_019_V04,4WE_PAIR_019_V04__PLAYER,Player,4WC_PAIR_019,T52_S004__BASELINE,BASELINE,5,5,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,80.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.868,0.868,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V01,4WE_PAIR_020_V01__OPPONENT,Opponent,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.956,0.956,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V01,4WE_PAIR_020_V01__PLAYER,Player,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.958,0.958,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V02,4WE_PAIR_020_V02__OPPONENT,Opponent,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.898,0.898,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V02,4WE_PAIR_020_V02__PLAYER,Player,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.906,0.906,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V03,4WE_PAIR_020_V03__OPPONENT,Opponent,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.898,0.898,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V03,4WE_PAIR_020_V03__PLAYER,Player,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.906,0.906,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V04,4WE_PAIR_020_V04__OPPONENT,Opponent,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.956,0.956,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_020_V04,4WE_PAIR_020_V04__PLAYER,Player,4WC_PAIR_020,T52_S004__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.958,0.958,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V01,4WE_PAIR_021_V01__OPPONENT,Opponent,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.974,0.974,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V01,4WE_PAIR_021_V01__PLAYER,Player,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,OBSERVED_ENERGY_CONTEXT,3,Eevee,Charmander,50.0,40.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V02,4WE_PAIR_021_V02__OPPONENT,Opponent,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.916,0.916,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V02,4WE_PAIR_021_V02__PLAYER,Player,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Charmander,50.0,40.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.924,0.924,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V03,4WE_PAIR_021_V03__OPPONENT,Opponent,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.916,0.916,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V03,4WE_PAIR_021_V03__PLAYER,Player,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,SYMMETRIC_TWO_ENERGY,4,Eevee,Charmander,50.0,40.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.924,0.924,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V04,4WE_PAIR_021_V04__OPPONENT,Opponent,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.974,0.974,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_021_V04,4WE_PAIR_021_V04__PLAYER,Player,4WC_PAIR_021,T52_S004__HP_PRESSURE,HP_PRESSURE,3,3,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Charmander,50.0,40.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.976,0.976,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V01,4WE_PAIR_022_V01__OPPONENT,Opponent,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,20.0,20.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V01,4WE_PAIR_022_V01__PLAYER,Player,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,20.0,20.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V02,4WE_PAIR_022_V02__OPPONENT,Opponent,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,20.0,20.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.906,0.906,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V02,4WE_PAIR_022_V02__PLAYER,Player,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,20.0,20.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.91,0.91,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V03,4WE_PAIR_022_V03__OPPONENT,Opponent,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,20.0,20.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.906,0.906,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V03,4WE_PAIR_022_V03__PLAYER,Player,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,20.0,20.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.91,0.91,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V04,4WE_PAIR_022_V04__OPPONENT,Opponent,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,20.0,20.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_022_V04,4WE_PAIR_022_V04__PLAYER,Player,4WC_PAIR_022,T52_S007__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,20.0,20.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V01,4WE_PAIR_023_V01__OPPONENT,Opponent,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,20.0,10.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V01,4WE_PAIR_023_V01__PLAYER,Player,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,3,Eevee,Bulbasaur,20.0,10.0,3,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V02,4WE_PAIR_023_V02__OPPONENT,Opponent,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,20.0,10.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.906,0.906,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V02,4WE_PAIR_023_V02__PLAYER,Player,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,2,Eevee,Bulbasaur,20.0,10.0,2,3,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.91,0.91,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V03,4WE_PAIR_023_V03__OPPONENT,Opponent,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,20.0,10.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.906,0.906,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V03,4WE_PAIR_023_V03__PLAYER,Player,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,4,Eevee,Bulbasaur,20.0,10.0,2,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.91,0.91,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V04,4WE_PAIR_023_V04__OPPONENT,Opponent,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,20.0,10.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
4WE_PAIR_023_V04,4WE_PAIR_023_V04__PLAYER,Player,4WC_PAIR_023,T52_S007__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,1,Eevee,Bulbasaur,20.0,10.0,3,2,"['Ascension', 'Quick Attack']","['Ascension', 'Quick Attack']",True,Quick Attack,True,0.962,0.962,LEGAL_MODEL_PREDICTION,Quick Attack,False,True,True,True,True,True,True,,
