match_id,agent_name,baseline_name,player_card,opponent_card,starting_side,winner,turns,stop_reason,agent_result,fallback_count,elapsed_seconds,evaluated_agent_side,baseline_result,draw,competitive_win,competitive_loss,normalized_side
159,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0008389999857172,Player,1.0,False,False,True,Player
162,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008798000635579,Opponent,1.0,False,False,True,Opponent
164,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0020979000255465,Opponent,1.0,False,False,True,Opponent
166,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008649999508634,Opponent,1.0,False,False,True,Opponent
170,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0009279999649152,Opponent,1.0,False,False,True,Opponent
171,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0008722000056877,Player,1.0,False,False,True,Player
174,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008206999627873,Opponent,1.0,False,False,True,Opponent
176,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0013481000205501,Opponent,1.0,False,False,True,Opponent
178,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0009010999929159,Opponent,1.0,False,False,True,Opponent
182,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008304000366479,Opponent,1.0,False,False,True,Opponent
183,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0009117999579757,Player,1.0,False,False,True,Player
186,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0009332000045105,Opponent,1.0,False,False,True,Opponent
188,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0013021000195294,Opponent,1.0,False,False,True,Opponent
190,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008497999515384,Opponent,1.0,False,False,True,Opponent
194,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0007839000318199,Opponent,1.0,False,False,True,Opponent
195,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0008671999676153,Player,1.0,False,False,True,Player
198,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008612000383436,Opponent,1.0,False,False,True,Opponent
200,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0016574999317526,Opponent,1.0,False,False,True,Opponent
202,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0046014999970793,Opponent,1.0,False,False,True,Opponent
204,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0031745000742375,Opponent,1.0,False,False,True,Opponent
206,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0036903000436723,Opponent,1.0,False,False,True,Opponent
210,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0044492000015452,Opponent,1.0,False,False,True,Opponent
211,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0044063999084755,Player,1.0,False,False,True,Player
214,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0040059000020846,Opponent,1.0,False,False,True,Opponent
216,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0030632000416517,Opponent,1.0,False,False,True,Opponent
218,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0034030000679194,Opponent,1.0,False,False,True,Opponent
222,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0041227000765502,Opponent,1.0,False,False,True,Opponent
223,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0049062999896705,Player,1.0,False,False,True,Player
226,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0041091999737545,Opponent,1.0,False,False,True,Opponent
228,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0034207000862807,Opponent,1.0,False,False,True,Opponent
230,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.003560799988918,Opponent,1.0,False,False,True,Opponent
234,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0039153000107035,Opponent,1.0,False,False,True,Opponent
235,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0039454000070691,Player,1.0,False,False,True,Player
238,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0037527000531554,Opponent,1.0,False,False,True,Opponent
240,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0028544999659061,Opponent,1.0,False,False,True,Opponent
242,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0032496999483555,Opponent,1.0,False,False,True,Opponent
246,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0041109999874606,Opponent,1.0,False,False,True,Opponent
247,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0049001999432221,Player,1.0,False,False,True,Player
250,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0037933000130578,Opponent,1.0,False,False,True,Opponent
252,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0029734999407082,Opponent,1.0,False,False,True,Opponent
254,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0033936999971047,Opponent,1.0,False,False,True,Opponent
258,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0047857000026851,Opponent,1.0,False,False,True,Opponent
259,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0041096999775618,Player,1.0,False,False,True,Player
262,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0040428000502288,Opponent,1.0,False,False,True,Opponent
264,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0028415999840945,Opponent,1.0,False,False,True,Opponent
266,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0034528999822214,Opponent,1.0,False,False,True,Opponent
270,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0039966000476852,Opponent,1.0,False,False,True,Opponent
271,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0041872999863699,Player,1.0,False,False,True,Player
274,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0038305000634863,Opponent,1.0,False,False,True,Opponent
276,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0028831999516114,Opponent,1.0,False,False,True,Opponent
278,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0033809000160545,Opponent,1.0,False,False,True,Opponent
282,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.004114200011827,Opponent,1.0,False,False,True,Opponent
283,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0044424999505281,Player,1.0,False,False,True,Player
286,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0038115999195724,Opponent,1.0,False,False,True,Opponent
288,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0029003999661654,Opponent,1.0,False,False,True,Opponent
290,Competitive Policy,Depth-6 Search Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.004348500049673,Opponent,1.0,False,False,True,Opponent
294,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0043623000383377,Opponent,1.0,False,False,True,Opponent
295,Competitive Policy,Depth-6 Search Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0039052000502124,Player,1.0,False,False,True,Player
298,Competitive Policy,Depth-6 Search Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0040196001064032,Opponent,1.0,False,False,True,Opponent
300,Competitive Policy,Depth-6 Search Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0030014000367373,Opponent,1.0,False,False,True,Opponent
