match_id,agent_name,baseline_name,player_card,opponent_card,starting_side,winner,turns,stop_reason,agent_result,fallback_count,elapsed_seconds,evaluated_agent_side,baseline_result,draw,competitive_win,competitive_loss
18,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0014628000790253282,Opponent,0.0,False,True,False
19,Competitive Policy,Random Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0015714999753981829,Player,0.0,False,True,False
20,Competitive Policy,Random Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0014642999740317464,Opponent,0.0,False,True,False
21,Competitive Policy,Random Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0015942000318318605,Player,0.0,False,True,False
22,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0009078000439330935,Opponent,1.0,False,False,True
23,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.001941199996508658,Player,0.0,False,True,False
24,Competitive Policy,Random Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001568599953316152,Opponent,0.0,False,True,False
25,Competitive Policy,Random Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0016835000133141875,Player,0.0,False,True,False
26,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0014821999939158559,Opponent,0.0,False,True,False
27,Competitive Policy,Random Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0016105000395327806,Player,0.0,False,True,False
28,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Opponent,Opponent,5,Battle reached a terminal state.,1.0,0,0.0023128000320866704,Opponent,0.0,False,True,False
29,Competitive Policy,Random Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0025955999735742807,Player,0.0,False,True,False
30,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0009652000153437257,Opponent,1.0,False,False,True
31,Competitive Policy,Random Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0017291998956352472,Player,0.0,False,True,False
32,Competitive Policy,Random Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001498199999332428,Opponent,0.0,False,True,False
33,Competitive Policy,Random Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013685999438166618,Player,0.0,False,True,False
34,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0009426000760868192,Opponent,1.0,False,False,True
35,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0018662000074982643,Player,0.0,False,True,False
36,Competitive Policy,Random Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0016288000624626875,Opponent,0.0,False,True,False
37,Competitive Policy,Random Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0016098000342026353,Player,0.0,False,True,False
38,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.001641599927097559,Opponent,0.0,False,True,False
39,Competitive Policy,Random Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0015899999998509884,Player,0.0,False,True,False
40,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.001510400092229247,Opponent,1.0,False,False,True
41,Competitive Policy,Random Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0018962000031024218,Player,0.0,False,True,False
42,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0009072000393643975,Opponent,1.0,False,False,True
43,Competitive Policy,Random Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0015314000193029642,Player,0.0,False,True,False
44,Competitive Policy,Random Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0014793999725952744,Opponent,0.0,False,True,False
45,Competitive Policy,Random Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013824000488966703,Player,0.0,False,True,False
46,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0016519000055268407,Opponent,1.0,False,False,True
47,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0015693999594077468,Player,0.0,False,True,False
48,Competitive Policy,Random Baseline,Meowth,Eevee,Opponent,Opponent,5,Battle reached a terminal state.,1.0,0,0.0020734999561682343,Opponent,0.0,False,True,False
49,Competitive Policy,Random Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014634000835940242,Player,0.0,False,True,False
50,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0014284000499173999,Opponent,0.0,False,True,False
51,Competitive Policy,Random Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0016506999963894486,Player,0.0,False,True,False
52,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0015301998937502503,Opponent,1.0,False,False,True
53,Competitive Policy,Random Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0018808000022545457,Player,0.0,False,True,False
54,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0015536000719293952,Opponent,0.0,False,True,False
55,Competitive Policy,Random Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0013664000434800982,Player,0.0,False,True,False
56,Competitive Policy,Random Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0015623000217601657,Opponent,0.0,False,True,False
57,Competitive Policy,Random Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.001462399959564209,Player,0.0,False,True,False
58,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Opponent,6,Battle reached a terminal state.,1.0,0,0.0020586999598890543,Opponent,0.0,False,True,False
59,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0010340999579057097,Player,1.0,False,False,True
60,Competitive Policy,Random Baseline,Meowth,Eevee,Opponent,Opponent,5,Battle reached a terminal state.,1.0,0,0.0023798999609425664,Opponent,0.0,False,True,False
61,Competitive Policy,Random Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0015290000010281801,Player,0.0,False,True,False
62,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.001433099969290197,Opponent,0.0,False,True,False
63,Competitive Policy,Random Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0014084000140428543,Player,0.0,False,True,False
64,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Opponent,Opponent,5,Battle reached a terminal state.,1.0,0,0.0021367999725043774,Opponent,0.0,False,True,False
65,Competitive Policy,Random Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013337000273168087,Player,0.0,False,True,False
66,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0013710999628528953,Opponent,0.0,False,True,False
67,Competitive Policy,Random Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0014870999148115516,Player,0.0,False,True,False
68,Competitive Policy,Random Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001412699930369854,Opponent,0.0,False,True,False
69,Competitive Policy,Random Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014787999680265784,Player,0.0,False,True,False
70,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Player,5,Battle reached a terminal state.,0.0,0,0.0016213000053539872,Opponent,1.0,False,False,True
71,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0007642999989911914,Player,1.0,False,False,True
72,Competitive Policy,Random Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0013769000070169568,Opponent,0.0,False,True,False
73,Competitive Policy,Random Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013936000177636743,Player,0.0,False,True,False
74,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.00077479996252805,Opponent,1.0,False,False,True
75,Competitive Policy,Random Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0018551000393927097,Player,0.0,False,True,False
76,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0013916000025346875,Opponent,1.0,False,False,True
77,Competitive Policy,Random Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012222999939695,Player,0.0,False,True,False
78,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0014683000044897199,Opponent,0.0,False,True,False
79,Competitive Policy,Random Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0013023000210523605,Player,0.0,False,True,False
80,Competitive Policy,Random Baseline,Charmander,Eevee,Opponent,Opponent,5,Battle reached a terminal state.,1.0,0,0.0018162999767810106,Opponent,0.0,False,True,False
81,Competitive Policy,Random Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014775000745430589,Player,0.0,False,True,False
82,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0007999000372365117,Opponent,1.0,False,False,True
83,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0007572999456897378,Player,1.0,False,False,True
84,Competitive Policy,Random Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0014272000407800078,Opponent,0.0,False,True,False
85,Competitive Policy,Random Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012561000185087323,Player,0.0,False,True,False
86,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0014947999734431505,Opponent,0.0,False,True,False
87,Competitive Policy,Random Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0014340000925585628,Player,0.0,False,True,False
88,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0012931000674143434,Opponent,1.0,False,False,True
89,Competitive Policy,Random Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014924999559298158,Player,0.0,False,True,False
90,Competitive Policy,Random Baseline,Meowth,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.001348000019788742,Opponent,0.0,False,True,False
91,Competitive Policy,Random Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.001282599987462163,Player,0.0,False,True,False
92,Competitive Policy,Random Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001534600043669343,Opponent,0.0,False,True,False
93,Competitive Policy,Random Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0018360000103712082,Player,0.0,False,True,False
94,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0007888000691309571,Opponent,1.0,False,False,True
95,Competitive Policy,Random Baseline,Eevee,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0014814999885857105,Player,0.0,False,True,False
96,Competitive Policy,Random Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001289700041525066,Opponent,0.0,False,True,False
97,Competitive Policy,Random Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012808999745175242,Player,0.0,False,True,False
98,Competitive Policy,Random Baseline,Charmander,Eevee,Player,Opponent,4,Battle reached a terminal state.,1.0,0,0.0014143000589683652,Opponent,0.0,False,True,False
99,Competitive Policy,Random Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0012914999388158321,Player,0.0,False,True,False
100,Competitive Policy,Random Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0016931999707594514,Opponent,1.0,False,False,True
101,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013325000181794167,Player,0.0,False,True,False
102,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0007749000797048211,Opponent,1.0,False,False,True
103,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.001612400054000318,Player,0.0,False,True,False
104,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.001366000040434301,Opponent,1.0,False,False,True
105,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012830999912694097,Player,0.0,False,True,False
106,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008703999919816852,Opponent,1.0,False,False,True
107,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0013694999506697059,Player,0.0,False,True,False
108,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001258899923413992,Opponent,0.0,False,True,False
109,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014535000082105398,Player,0.0,False,True,False
110,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.000813000020571053,Opponent,1.0,False,False,True
111,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0008817999623715878,Player,1.0,False,False,True
112,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0018149000825360417,Opponent,0.0,False,True,False
113,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014057999942451715,Player,0.0,False,True,False
114,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008261000039055943,Opponent,1.0,False,False,True
115,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.001983000081963837,Player,0.0,False,True,False
116,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0014393999008461833,Opponent,1.0,False,False,True
117,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014833000022917986,Player,0.0,False,True,False
118,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008738000178709626,Opponent,1.0,False,False,True
119,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0013445999938994646,Player,0.0,False,True,False
120,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0014513999922201037,Opponent,0.0,False,True,False
121,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013253000797703862,Player,0.0,False,True,False
122,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0007603999692946672,Opponent,1.0,False,False,True
123,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0008663999615237117,Player,1.0,False,False,True
124,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001326399971731007,Opponent,0.0,False,True,False
125,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012525999918580055,Player,0.0,False,True,False
126,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.000861800042912364,Opponent,1.0,False,False,True
127,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.001369000063277781,Player,0.0,False,True,False
128,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.001312199980020523,Opponent,1.0,False,False,True
129,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014817999908700585,Player,0.0,False,True,False
130,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008117000106722116,Opponent,1.0,False,False,True
131,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0012972999829798937,Player,0.0,False,True,False
132,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001398000051267445,Opponent,0.0,False,True,False
133,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012852000072598457,Player,0.0,False,True,False
134,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0007919999770820141,Opponent,1.0,False,False,True
135,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0009215000318363309,Player,1.0,False,False,True
136,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0013127001002430916,Opponent,0.0,False,True,False
137,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012407000176608562,Player,0.0,False,True,False
138,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008926000446081161,Opponent,1.0,False,False,True
139,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0013201000401750207,Player,0.0,False,True,False
140,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0012957000872120261,Opponent,1.0,False,False,True
141,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.001381100038997829,Player,0.0,False,True,False
142,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0007679000264033675,Opponent,1.0,False,False,True
143,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0013441999908536673,Player,0.0,False,True,False
144,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0013405999634414911,Opponent,0.0,False,True,False
145,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0012203999795019627,Player,0.0,False,True,False
146,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008122000144794583,Opponent,1.0,False,False,True
147,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.0008772000437602401,Player,1.0,False,False,True
148,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.001231699949130416,Opponent,0.0,False,True,False
149,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.001775900018401444,Player,0.0,False,True,False
150,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008772999281063676,Opponent,1.0,False,False,True
151,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0013362999306991696,Player,0.0,False,True,False
152,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0014550000196322799,Opponent,1.0,False,False,True
153,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013404999626800418,Player,0.0,False,True,False
154,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.000757100060582161,Opponent,1.0,False,False,True
155,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.001638100016862154,Player,0.0,False,True,False
156,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0013417999725788832,Opponent,0.0,False,True,False
157,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.001251600100658834,Player,0.0,False,True,False
158,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008411000017076731,Opponent,1.0,False,False,True
159,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Opponent,Opponent,3,Battle reached a terminal state.,0.0,0,0.000838999985717237,Player,1.0,False,False,True
160,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0013769998913630843,Opponent,0.0,False,True,False
161,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0013557999627664685,Player,0.0,False,True,False
162,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.0008798000635579228,Opponent,1.0,False,False,True
163,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0014848000137135386,Player,0.0,False,True,False
164,Competitive Policy,Greedy Damage Baseline,Bulbasaur,Eevee,Opponent,Player,4,Battle reached a terminal state.,0.0,0,0.0020979000255465508,Opponent,1.0,False,False,True
165,Competitive Policy,Greedy Damage Baseline,Eevee,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0014062999980524182,Player,0.0,False,True,False
166,Competitive Policy,Greedy Damage Baseline,Meowth,Eevee,Player,Player,3,Battle reached a terminal state.,0.0,0,0.000864999950863421,Opponent,1.0,False,False,True
167,Competitive Policy,Greedy Damage Baseline,Pikachu,Charmander,Opponent,Player,4,Battle reached a terminal state.,1.0,0,0.0015069000655785203,Player,0.0,False,True,False
168,Competitive Policy,Greedy Damage Baseline,Charmander,Eevee,Opponent,Opponent,3,Battle reached a terminal state.,1.0,0,0.0013683999422937632,Opponent,0.0,False,True,False
169,Competitive Policy,Greedy Damage Baseline,Squirtle,Charmander,Player,Player,3,Battle reached a terminal state.,1.0,0,0.0015353000489994884,Player,0.0,False,True,False
